,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,unknown_closure_type,open,days_since_last_case,active_clusters,cluster_confirmed_epidate,doc_page_number,cluster_closed_epidate,file,flag,consolidated_status
862,491.0,FHA,,,Langley,2021-05-24,2021-06-07,,,Maintenance/Trades/Construction,5.0,5.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,21-2021,54,,F22-1445 Records_Part2.pdf,,Not closed
863,492.0,IHA,,,Vernon,2021-05-25,,2021-05-25,2021-06-02,Health Care Facility (Acute/LTC),3.0,3.0,Closed,Yes,,Yes,2021-05-20,Unknown,,No,,No,21-2021,54,20-2021,F22-1445 Records_Part2.pdf,,Closed
864,493.0,IHA,,,Kelowna,2021-05-25,,2021-05-25,2021-05-31,Maintenance/Trades/Construction,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,No,21-2021,54,,F22-1445 Records_Part2.pdf,,Not closed
865,494.0,IHA,,,Oliver,2021-05-25,,2021-05-25,2021-05-31,Restaurant/Bar/Lounge,3.0,3.0,Closed,Yes,,Yes,2021-05-22,Unknown,,No,,No,21-2021,54,20-2021,F22-1445 Records_Part2.pdf,,Closed
866,495.0,FHA,,,Chilliwack,2021-05-25,2021-06-06,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-28,Yes,,No,,No,21-2021,54,17-2021,F22-1445 Records_Part2.pdf,,Closed
867,496.0,FHA,,,Surrey,2021-05-25,2021-06-08,,,Retail,3.0,3.0,Not closed: Public interest in remaining open,No,,Unknown,,No,,Yes,,No,21-2021,54,,F22-1445 Records_Part2.pdf,,Not closed
868,497.0,NHA,,,Unknown,2021-05-25,2021-06-07,,,Manufacturing/Industry,3.0,6.0,Voluntary closure,Yes,,Yes,1900-01-01,Unknown,,No,,No,21-2021,54,13-4441094,F22-1445 Records_Part2.pdf,,Closed
869,498.0,IHA,,,Kelowna,2021-05-26,,2021-05-26,2021-05-29,Transportation,3.0,3.0,Closed,Yes,,Yes,2021-06-01,Unknown,,No,,No,21-2021,54,22-2021,F22-1445 Records_Part2.pdf,,Closed
870,499.0,FHA,,,Coquitlam,2021-05-26,2021-06-07,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-05-27,No,,No,,No,21-2021,55,21-2021,F22-1445 Records_Part2.pdf,,Closed
871,500.0,FHA,,,Port Moody,2021-05-26,2021-06-07,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-05-26,No,,No,,No,21-2021,55,21-2021,F22-1445 Records_Part2.pdf,,Closed
872,501.0,FHA,,,Maple Ridge,2021-05-26,,,,Other,4.0,4.0,Closed,Yes,,Unknown,2021-05-26,No,,No,,Yes,21-2021,55,21-2021,F22-1445 Records_Part2.pdf,,Closed
873,502.0,VIHA,,,Nanaimo,2021-05-26,,2021-05-19,2021-05-26,Retail,0.0,4.0,Open,No,,No,,Unknown,,Yes,41.0,No,21-2021,55,,F22-1445 Records_Part2.pdf,,Not closed
874,503.0,IHA,,,Kelowna,2021-05-27,,2021-05-27,2021-06-03,Restaurant/Bar/Lounge,4.0,4.0,Not closed,No,,No,,Unknown,,Yes,,No,21-2021,55,,F22-1445 Records_Part2.pdf,,Not closed
875,504.0,IHA,,,Kelowna,2021-05-27,,2021-05-27,2021-05-24,Restaurant/Bar/Lounge,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,No,21-2021,55,,F22-1445 Records_Part2.pdf,,Not closed
876,505.0,IHA,,,Kelowna,2021-05-27,,2021-05-27,2021-06-05,Restaurant/Bar/Lounge,4.0,5.0,Closed,Yes,,Yes,2021-05-26,Unknown,,No,,No,21-2021,55,21-2021,F22-1445 Records_Part2.pdf,,Closed
877,506.0,FHA,,,Abbotsford,2021-05-27,2021-06-18,,,Farm/Agriculture,21.0,21.0,Closed,Yes,,Unknown,2021-06-03,No,,No,,No,21-2021,55,22-2021,F22-1445 Records_Part2.pdf,,Closed
878,507.0,FHA,,,Langley,2021-05-27,2021-06-09,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-05-28,No,,No,,No,21-2021,55,21-2021,F22-1445 Records_Part2.pdf,,Closed
879,508.0,FHA,,,Burnaby,2021-05-27,2021-06-18,,,Manufacturing/Industry,5.0,5.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,21-2021,55,,F22-1445 Records_Part2.pdf,,Not closed
880,509.0,FHA,,,Coquitlam,2021-05-27,2021-06-06,,,Retail,3.0,3.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,21-2021,55,,F22-1445 Records_Part2.pdf,,Not closed
881,510.0,NHA,,,Unknown,2021-05-27,2021-06-18,,,Maintenance/Trades/Construction,3.0,3.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,21-2021,55,,F22-1445 Records_Part2.pdf,,Closed
882,511.0,IHA,,,Kelowna,2021-05-28,,2021-05-28,2021-05-03,Personal Care,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,No,21-2021,55,,F22-1445 Records_Part2.pdf,,Not closed
883,512.0,FHA,,,Abbotsford,2021-05-28,2021-06-05,,,Retail,4.0,4.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,21-2021,55,,F22-1445 Records_Part2.pdf,,Not closed
884,513.0,FHA,,,Abbotsford,2021-05-30,2021-06-16,,,Restaurant/Bar/Lounge,4.0,4.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,22-2021,55,,F22-1445 Records_Part2.pdf,,Not closed
885,514.0,IHA,,,Kelowna,2021-05-31,,2021-05-31,2021-05-31,Maintenance/Trades/Construction,4.0,4.0,Closed,Yes,,Yes,2021-05-20,Unknown,,No,,No,22-2021,55,20-2021,F22-1445 Records_Part2.pdf,,Closed
886,515.0,IHA,,,Vernon,2021-05-31,,2021-05-31,2021-06-08,Retail,3.0,4.0,Closed,Yes,,No,2021-05-22,Unknown,,No,,No,22-2021,55,20-2021,F22-1445 Records_Part2.pdf,,Closed
887,516.0,IHA,,,Parsons,2021-05-31,,2021-05-31,2021-05-10,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Yes,2021-04-28,Unknown,,No,,No,22-2021,56,17-2021,F22-1445 Records_Part2.pdf,,Closed
888,517.0,FHA,,,Delta,2021-05-31,2021-06-18,,,Maintenance/Trades/Construction,4.0,4.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,22-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
889,518.0,FHA,,,Burnaby,2021-06-01,2021-06-16,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-06-02,No,,No,,No,22-2021,56,22-2021,F22-1445 Records_Part2.pdf,,Closed
890,519.0,FHA,,,Chilliwack,2021-06-01,2021-06-10,,,Gym/Fitness,3.0,3.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,22-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
891,520.0,FHA,,,Delta,2021-06-02,2021-07-05,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-06-03,No,,No,,No,22-2021,56,22-2021,F22-1445 Records_Part2.pdf,,Closed
892,521.0,IHA,,,Oliver,2021-06-03,,2021-06-03,2021-06-13,Restaurant/Bar/Lounge,1.0,5.0,Closed,Yes,,Yes,2021-06-03,Unknown,,No,,No,22-2021,56,22-2021,F22-1445 Records_Part2.pdf,,Closed
893,522.0,FHA,,,Burnaby,2021-06-03,2021-06-11,,,Transportation,4.0,4.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,22-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
894,523.0,FHA,,,Langley,2021-06-03,2021-06-04,,,Transportation,3.0,3.0,Not closed: Public interest in remaining open,No,,Unknown,,No,,Yes,,No,22-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
895,524.0,FHA,,,Abbotsford,2021-06-03,2021-06-23,,,Food Processing,10.0,10.0,Not closed: Public interest in remaining open,No,,Unknown,,No,,Yes,,No,22-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
896,525.0,FHA,,,Chilliwack,2021-06-04,2021-06-17,,,Maintenance/Trades/Construction,14.0,14.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,22-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
897,526.0,FHA,,,Langley,2021-06-04,2021-06-18,,,Other,3.0,3.0,Closed,Yes,,Unknown,2021-06-07,No,,No,,No,22-2021,56,23-2021,F22-1445 Records_Part2.pdf,,Closed
898,527.0,IHA,,,Kelowna,2021-06-05,,2021-06-05,2021-06-18,Restaurant/Bar/Lounge,3.0,5.0,Closed,Yes,,No,2021-06-18,Unknown,,No,,No,22-2021,56,24-2021,F22-1445 Records_Part2.pdf,,Closed
899,528.0,IHA,,,Kamloops,2021-06-05,,2021-06-05,2021-06-12,Retail,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,No,22-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
900,529.0,IHA,,,Vernon,2021-06-06,,2021-06-06,2021-06-13,Maintenance/Trades/Construction,3.0,5.0,Not closed,No,,No,,Unknown,,Yes,,No,23-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
901,530.0,FHA,,,Maple Ridge,2021-06-06,2021-06-07,,,Gym/Fitness,3.0,3.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,23-2021,56,,F22-1445 Records_Part2.pdf,,Not closed
902,531.0,FHA,,,Delta,2021-06-07,2021-06-19,,,Manufacturing/Industry,5.0,5.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
903,532.0,FHA,,,Surrey,2021-06-07,2021-06-24,,,Manufacturing/Industry,6.0,6.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
904,533.0,VIHA,,,Victoria,2021-06-07,,2021-06-06,2021-06-11,Restaurant/Bar/Lounge,0.0,7.0,Open,No,,No,,Unknown,,Yes,25.0,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
905,534.0,IHA,,,Kelowna,2021-06-09,,2021-06-09,2021-06-17,Gym/Fitness,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
906,535.0,FHA,,,Delta,2021-06-09,2021-06-18,,,Maintenance/Trades/Construction,3.0,3.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
907,536.0,VIHA,,,Brentwood Bay,2021-06-09,,2021-06-08,2021-06-11,Restaurant/Bar/Lounge,0.0,7.0,Open,No,,No,,Unknown,,Yes,25.0,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
908,537.0,VIHA,,,Victoria,2021-06-09,,2021-06-06,2021-06-16,Restaurant/Bar/Lounge,0.0,10.0,Closed,Yes,,No,,Unknown,,No,20.0,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Closed
909,538.0,FHA,,,Burnaby,2021-06-11,2021-06-21,,,Maintenance/Trades/Construction,5.0,5.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
910,539.0,FHA,,,Langley,2021-06-11,2021-06-23,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-06-14,No,,No,,No,23-2021,57,24-2021,F22-1445 Records_Part2.pdf,,Closed
911,540.0,NHA,,,Unknown,2021-06-11,2021-06-25,,,Maintenance/Trades/Construction,3.0,5.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
912,541.0,NHA,,,Unknown,2021-06-11,2021-06-25,,,Manufacturing/Industry,3.0,8.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,23-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
913,542.0,VIHA,,,Victoria,2021-06-13,,2021-06-10,2021-06-13,Other,0.0,3.0,Open,No,,No,,Unknown,,Yes,23.0,No,24-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
914,543.0,FHA,,,Delta,2021-06-14,2021-06-25,,,Manufacturing/Industry,6.0,6.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,24-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
915,544.0,IHA,,,Kelowna,2021-06-15,,2021-06-15,2021-06-20,Manufacturing/Industry,3.0,3.0,Closed,Yes,,No,2021-06-15,Unknown,,No,,No,24-2021,57,24-2021,F22-1445 Records_Part2.pdf,,Closed
916,545.0,VIHA,,,Sidney,2021-06-15,,2021-06-09,2021-06-16,Maintenance/Trades/Construction,0.0,4.0,Open,No,,No,,Unknown,,Yes,20.0,No,24-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
917,546.0,VIHA,,,Victoria,2021-06-15,,2021-06-12,2021-06-15,Restaurant/Bar/Lounge,0.0,3.0,Closed,Yes,,Yes,,Unknown,,No,21.0,No,24-2021,57,,F22-1445 Records_Part2.pdf,,Closed
918,547.0,IHA,,,Kelowna,2021-06-22,,2021-06-22,2021-06-18,Maintenance/Trades/Construction,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,No,25-2021,57,,F22-1445 Records_Part2.pdf,,Not closed
919,548.0,IHA,,,Kelowna,2021-06-23,,2021-06-23,2021-07-04,Other,4.0,3.0,Not closed,No,,No,,Unknown,,Yes,,No,25-2021,58,,F22-1445 Records_Part2.pdf,,Not closed
920,549.0,IHA,,,Coldstream,2021-06-24,,2021-06-24,2021-06-26,Office,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,No,25-2021,58,,F22-1445 Records_Part2.pdf,,Not closed
921,550.0,FHA,,,Maple Ridge,2021-06-26,2021-07-04,,,Manufacturing/Industry,5.0,5.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,25-2021,58,,F22-1445 Records_Part2.pdf,,Not closed
922,551.0,FHA,,,Delta,2021-06-27,,,,Manufacturing/Industry,3.0,3.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,Yes,26-2021,58,,F22-1445 Records_Part2.pdf,,Not closed
923,552.0,IHA,,,Kelowna,2021-06-29,,2021-06-29,2021-07-07,Manufacturing/Industry,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,Yes,26-2021,58,,F22-1445 Records_Part2.pdf,,Not closed
924,553.0,IHA,,,Armstrong,2021-06-30,,2021-06-30,2021-07-04,Manufacturing/Industry,3.0,3.0,Not closed,No,,No,,Unknown,,Yes,,Yes,26-2021,58,,F22-1445 Records_Part2.pdf,,Not closed
925,554.0,FHA,,,Delta,2021-06-30,,,,Manufacturing/Industry,3.0,3.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,Yes,26-2021,58,,F22-1445 Records_Part2.pdf,,Not closed
926,1.0,FHA,,,Delta,2021-04-01,2021-04-06,,,Transportation,3.0,3.0,,No,,Unknown,,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,
927,2.0,FHA,,,Maple Ridge,2021-04-01,2021-04-18,,,Restaurant/Bar/Lounge,16.0,16.0,Closed,Yes,,Unknown,2021-04-06,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,Closed
928,3.0,FHA,,,Surrey,2021-04-01,2021-04-22,,,Restaurant/Bar/Lounge,9.0,9.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,Closed
929,4.0,FHA,,,Surrey,2021-04-01,2021-04-14,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-03,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,Closed
930,5.0,FHA,,,Langley,2021-04-01,2021-06-13,,,Warehouse,31.0,31.0,,No,,Unknown,,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,
931,6.0,FHA,,,Burnaby,2021-04-01,2021-04-21,,,Gym/Fitness,12.0,12.0,Closed,Yes,,Unknown,2021-04-07,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,Closed
932,7.0,FHA,,,Surrey,2021-04-01,2021-04-23,,,Gym/Fitness,7.0,7.0,,No,,Unknown,,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,
933,8.0,FHA,,,Abbotsford,2021-04-01,2021-04-19,,,Gym/Fitness,12.0,12.0,Closed,Yes,,Unknown,2021-04-03,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,Closed
934,9.0,FHA,,,Chilliwack,2021-04-01,2021-04-17,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,
935,10.0,FHA,,,Langley,2021-04-01,2021-04-30,,,Farm/Agriculture,50.0,50.0,,No,,Unknown,,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,
936,11.0,FHA,,,Burnaby,2021-04-01,2021-04-14,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-05,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,Closed
937,12.0,FHA,,,Langley,2021-04-01,2021-04-24,,,Personal Care,4.0,4.0,,No,,Unknown,,No,,No,,No,13-2021,59,,F22-1445 Records_Part2.pdf,,
938,13.0,FHA,,,Mission,2021-04-01,2021-04-19,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-01,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,Closed
939,14.0,FHA,,,Coquitlam,2021-04-01,2021-04-14,,,Office,4.0,4.0,,No,,Unknown,,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,
940,15.0,VCH,,,Vancouver,2021-04-01,,2021-04-01,2021-04-23,School/Daycare,,3.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,Partially closed or widespread isolation by PH
941,16.0,VCH,,,Vancouver,2021-04-01,,2021-04-01,2021-05-01,Food Processing,,7.0,Partially closed or widespread isolation by PH,Yes,,No,2021-03-24,Yes,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,Partially closed or widespread isolation by PH
942,17.0,FHA,,,Langley,2021-04-02,2021-04-17,,,Farm/Agriculture,5.0,5.0,,No,,Unknown,,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,
943,18.0,FHA,,,Langley,2021-04-02,2021-04-05,,,Retail,4.0,4.0,,No,,Unknown,,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,
944,19.0,FHA,,,Burnaby,2021-04-02,2021-04-16,,,Food Processing,6.0,6.0,Closed,Yes,,Unknown,2021-04-05,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,Closed
945,20.0,FHA,,,Surrey,2021-04-02,2021-04-28,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,
946,21.0,FHA,,,Port Coquitlam,2021-04-02,2021-04-18,,,First Responder,3.0,3.0,,No,,Unknown,,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,
947,22.0,FHA,,,Surrey,2021-04-02,2021-04-18,,,Retail,5.0,5.0,,No,,Unknown,,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,
948,23.0,FHA,,,Coquitlam,2021-04-02,2021-04-07,,,Other,5.0,5.0,,No,,Unknown,,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,
949,24.0,FHA,,,Delta,2021-04-02,2021-04-10,,,Office,3.0,3.0,,No,,Unknown,,No,,No,,No,13-2021,60,,F22-1445 Records_Part2.pdf,,
950,25.0,VCH,,,Vancouver,2021-04-02,,2021-04-02,2021-04-21,Gym/Fitness,,4.0,Voluntarily closed by operator,Yes,,Yes,,No,,No,,No,13-2021,61,,F22-1445 Records_Part2.pdf,,Closed
951,26.0,VCH,,,Vancouver,2021-04-02,,2021-04-02,2021-04-21,Other,,3.0,Not a worksite,No,,No,,No,,Yes,,No,13-2021,61,,F22-1445 Records_Part2.pdf,,Not a worksite
952,27.0,VCH,,,Vancouver,2021-04-02,,2021-04-02,2021-04-22,Other,,3.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,13-2021,61,,F22-1445 Records_Part2.pdf,,Not closed
953,28.0,FHA,,,Burnaby,2021-04-03,2021-04-22,,,Gym/Fitness,6.0,6.0,Closed,Yes,,Unknown,2021-04-02,No,,No,,No,13-2021,61,13-2021,F22-1445 Records_Part2.pdf,,Closed
954,29.0,FHA,,,Surrey,2021-04-04,2021-04-16,,,Retail,5.0,5.0,Closed,Yes,,Unknown,2021-04-08,No,,No,,No,14-2021,61,14-2021,F22-1445 Records_Part2.pdf,,Closed
955,30.0,FHA,,,Surrey,2021-04-04,2021-04-10,,,Office,8.0,8.0,Closed,Yes,,Unknown,2021-04-04,No,,No,,No,14-2021,61,14-2021,F22-1445 Records_Part2.pdf,,Closed
956,31.0,FHA,,,Pitt Meadows,2021-04-04,2021-05-03,,,Farm/Agriculture,8.0,8.0,,No,,Unknown,,No,,No,,No,14-2021,61,,F22-1445 Records_Part2.pdf,,
957,32.0,FHA,,,Delta,2021-04-04,2021-04-16,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-07,No,,No,,No,14-2021,61,14-2021,F22-1445 Records_Part2.pdf,,Closed
958,33.0,VCH,,,Vancouver,2021-04-04,,2021-04-04,2021-04-25,Office,,3.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,14-2021,61,,F22-1445 Records_Part2.pdf,,Not closed
959,34.0,VCH,,,North Vancouver,2021-04-04,,2021-04-04,2021-05-15,Maintenance/Trades/Construction,,28.0,Ordered closed by PH,Yes,,No,2021-04-21,No,,No,,No,14-2021,61,16-2021,F22-1445 Records_Part2.pdf,,Closed
960,35.0,NHA,,,Unknown,2021-04-04,2021-05-05,,,Health Care Facility (Acute/LTC),,5.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,61,,F22-1445 Records_Part2.pdf,,Not closed
961,36.0,NHA,,,Unknown,2021-04-04,2021-04-26,,,Shelter/SRO/Congregate Housing,3.0,6.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,Not closed
962,37.0,NHA,,,Unknown,2021-04-04,2021-04-26,,,Shelter/SRO/Congregate Housing,,11.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,Not closed
963,38.0,NHA,,,Unknown,2021-04-04,2021-04-26,,,Shelter/SRO/Congregate Housing,,5.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,Not closed
964,39.0,FHA,,,Burnaby,2021-04-05,2021-04-24,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,
965,40.0,FHA,,,Burnaby,2021-04-05,2021-04-23,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-06,No,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,Closed
966,41.0,FHA,,,Port Coquitlam,2021-04-05,2021-05-22,,,Restaurant/Bar/Lounge,9.0,9.0,,No,,Unknown,,No,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,
967,42.0,FHA,,,Surrey,2021-04-05,2021-04-21,,,Other,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,
968,43.0,FHA,,,Abbotsford,2021-04-05,2021-04-21,,,Warehouse,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,
969,44.0,FHA,,,Delta,2021-04-05,2021-04-21,,,Restaurant/Bar/Lounge,25.0,25.0,Closed,Yes,,Unknown,2021-04-08,No,,No,,No,14-2021,62,,F22-1445 Records_Part2.pdf,,Closed
970,45.0,FHA,,,Burnaby,2021-04-05,2021-05-07,,,Manufacturing/Industry,12.0,12.0,,No,,Unknown,,No,,No,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,
971,46.0,FHA,,,Langley,2021-04-05,2021-04-19,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,
972,47.0,FHA,,,Delta,2021-04-05,2021-04-21,,,Food Processing,5.0,5.0,,No,,Unknown,,No,,No,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,
973,48.0,FHA,,,Surrey,2021-04-05,2021-04-13,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-06,No,,No,,No,14-2021,63,14-2021,F22-1445 Records_Part2.pdf,,Closed
974,49.0,FHA,,,Surrey,2021-04-05,2021-04-18,,,Office,6.0,6.0,,No,,Unknown,,No,,No,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,
975,50.0,FHA,,,Langley,2021-04-05,2021-04-20,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,
976,51.0,FHA,,,Delta,2021-04-05,2021-05-21,,,Food Processing,9.0,9.0,,No,,Unknown,,No,,No,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,
977,52.0,FHA,,,Maple Ridge,2021-04-05,2021-04-23,,,Office,6.0,6.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,14-2021,63,15-2021,F22-1445 Records_Part2.pdf,,Closed
978,53.0,FHA,,,Surrey,2021-04-05,2021-04-12,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-05,No,,No,,No,14-2021,63,14-2021,F22-1445 Records_Part2.pdf,,Closed
979,54.0,FHA,,,Surrey,2021-04-05,2021-04-15,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,
980,55.0,FHA,,,Burnaby,2021-04-05,2021-04-21,,,Other,9.0,9.0,,No,,Unknown,,No,,No,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,
981,56.0,VCH,,,Powell River,2021-04-05,,2021-04-05,2021-04-19,Other,,3.0,Not a worksite,No,,No,,No,,Yes,,No,14-2021,63,,F22-1445 Records_Part2.pdf,,Not a worksite
982,57.0,VCH,,,Vancouver,2021-04-05,,2021-04-05,2021-04-23,Other,,3.0,Not a worksite,No,,No,,No,,Yes,,No,14-2021,64,,F22-1445 Records_Part2.pdf,,Not a worksite
983,58.0,VCH,,,North Vancouver,2021-04-05,,2021-04-05,2021-04-23,Gym/Fitness,,3.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,14-2021,64,,F22-1445 Records_Part2.pdf,,Not closed
984,59.0,NHA,,,Unknown,2021-04-05,2021-04-20,,,Shelter/SRO/Congregate Housing,,7.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,64,,F22-1445 Records_Part2.pdf,,Not closed
985,60.0,NHA,,,Unknown,2021-04-05,2021-04-13,,,Manufacturing/Industry,,3.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,64,,F22-1445 Records_Part2.pdf,,Not closed
